STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,MARKET_TYPE,Market type,PHARMACEUTICAL,Pharmaceutical,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2015,,73.1,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2015,,56.3,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2016,,75.5,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2016,,56.9,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2017,,77.2,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ESP,Spain,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2017,,56.3,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2010,,54.4,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2010,,7.7,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2011,,57.2,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2011,,8,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2012,,58.3,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2012,,7.9,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2013,,59.6,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2013,,8.3,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2014,,60.6,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2014,,8.6,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2015,,60.6,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2015,,8,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2016,,60.8,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2016,,7.6,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2017,,61,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2017,,7.5,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2018,,61.3,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2018,,7.9,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2019,,62,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2019,,7.3,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2020,,63.2,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2020,,6.5,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2021,,63.5,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2021,,6.2,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2022,,63.1,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2022,,6,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2023,,61.9,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,AUT,Austria,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2023,,6.1,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2010,,12.4,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2010,,78.8,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2011,,82.7,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2011,,12.4,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2012,,12,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2012,,83.7,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2013,,85,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2013,,11.4,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2014,,87.4,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2014,,10.7,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2015,,90.1,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2015,,10,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2017,,104.4,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2017,,9.1,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2018,,108.4,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2018,,8.3,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2019,,114.1,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2019,,7.7,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2020,,122,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2020,,7.2,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2021,,130.1,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2021,,6.6,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2022,,134,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2022,,6.2,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2023,,133.9,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,CAN,Canada,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2023,,5.7,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2012,,99,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2012,,22.2,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2013,,105.6,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2013,,22,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2014,,108.5,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2014,,21.4,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2015,,119.9,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2015,,21.1,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2016,,125.5,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2016,,21.1,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2017,,133.4,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2017,,20.7,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2018,,137.4,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2018,,19.5,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2019,,142,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2019,,18.7,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2020,,151.6,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2020,,19.1,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2021,,165.7,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2021,,19.5,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N06A,Antidepressants,2022,,162.5,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2022,,18.4,,D,Definition differs,,,,,0,Units,,
DATAFLOW,OECD.ELS.HD:HEALTH_PHMC@DF_KEY_INDIC(1.1),Pharmaceutical market,I,ISL,Iceland,PH_CON,Pharmaceutical consumption,DDD_10P3HB,Defined daily dose per 1 000 inhabitants per day,_Z,Not applicable,N05B,Anxiolytics,2023,,19,,D,Definition differs,,,,,0,Units,,
